,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
67,US,"Delicious peach and pear flavors light up this full-bodied, soft and well-rounded wine. It has fresh floral aromas and nicely ripe fruit notes on the palate, with a smooth, graceful texture and beautiful, lingering finish.",,91,26.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Fenestra 2015 Chardonnay (Livermore Valley),Chardonnay,Fenestra,High
68,Austria,"The wine begins with an ethereal lift of dried thyme coupled with candied orange and lemon peels. The palate is dry and intense, as though it were about to reveal the secrets of time held in the rocky slopes where it grew. As a late release, this is a prime example of the rewards of delayed gratification. The palate has taken on an almost oily texture but the tight acidity keeps it elixier-like.",Senftenberger Ehrenfels,93,,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Proidl 2006 Senftenberger Ehrenfels Riesling (Kremstal),Riesling,Proidl,High
69,Spain,"Hefty and a tiny bit herbal on the nose, with tomato, red berry and spice aromas. The palate is perfectly formed and balanced, with roasted berry, smoked meat and earthy flavors. Turns juicy and dry on what amounts to a tight finish. Excellent modern Rioja to drink now through 2015.",Dioro,92,33.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Valsacro 2005 Dioro  (Rioja),Red Blend,Valsacro,High
70,US,"Cabernet Sauvignon makes up 73% of this wine, along with 20% Merlot, 5% Malbec and 2% Cabernet Franc. Tightly wound aromas of wood spice, vanilla, black fruit, plum and coffee bean give way to full-bodied, palate-coating and concentrated cherry and espresso flavors that linger on the finish. The barrel influence is heavy, but it works.",Artist Series,91,65.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2014 Artist Series Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Chateau Ste. Michelle,High
71,US,"Syrah makes up just under two-thirds of this blend. Dark in color, it brings aromas of generous French-oak spices along with mineral, olive and dark fruit followed by a spicy top note. The palate is rich and dense, full of tightly wound cherry flavors that linger on the finish.",The Evil Twin,91,65.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Gorman 2014 The Evil Twin Syrah-Cabernet Sauvignon (Red Mountain),Syrah-Cabernet Sauvignon,Gorman,High
72,US,"An abundance of chaparral spice adds intrigue to the nose of this bottling by veteran Ken Brown. Dried sage and a eucalyptus-like menthol character decorate the red currant and raspberry core. Pine needles play prominently on the palate, giving depth to the cranberry, pomegranate and white-pepper flavors. It offers tons of flair, but also elegance.",La Encantada Vineyard,95,60.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Ken Brown 2013 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Ken Brown,High
73,US,"I don't know anyone making better Pinot Gris in Oregon than this premiere property. Rich, ripe, round and sensuous, this lush and textured wine unwraps its ripe fruit in layers of pear/apricot flavor, enhanced with bright spice and finished with flavors of vanilla cream.",,92,20.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,WillaKenzie Estate 2001 Pinot Gris (Oregon),Pinot Gris,WillaKenzie Estate,High
74,US,"This is crisp and pure with Edna Valley intensity, offering complex waves of raspberry and cherry pie, savory spice and exotic sandalwood flavors that are girded with tangy minerality. Drink now with steak, lamb or tuna.",Stone Corral Vineyard,92,50.0,California,Edna Valley,Central Coast,,,Talley 2010 Stone Corral Vineyard Pinot Noir (Edna Valley),Pinot Noir,Talley,High
75,Italy,"This offers aromas suggesting ripe plum, menthol, scorched earth, leather and grilled herb. On the big, polished palate, notes of cinnamon and star anise accent a core of black cherry while velvety tannins provide structure and smooth texture. Delicious and already accessible, it also boasts some staying power. Drink 2018–2025.",Le Due Sorelle Riserva,94,86.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Tenuta La Fuga 2010 Le Due Sorelle Riserva  (Brunello di Montalcino),Sangiovese,Tenuta La Fuga,High
76,US,"This is a wine of power and heft, a classic example of its vineyard and of modern Cabernet. It's almost a food group in itself, offering tiers of black currants, dark chocolate, roasted meat, violets, minerals, cedar and spices. The tannins are profoundly youthful, giving the wine a hard jacket of astringency. Anticipated maturity is around 2018.",Beckstoffer To Kalon Vineyard,94,150.0,California,Oakville,Napa,,,PerryMoore 2008 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville),Cabernet Sauvignon,PerryMoore,High
77,US,"The vineyard is relatively new, and the block from which this wine was made is entirely Dijon clone 777. It's a rich, fruit-forward wine, brimming with crushed cherry pulp and black raspberries, to which charred oak barrels have lent richer notes of mocha. The wine also is quite dry and acidic and even tannic, in Farrell's usual style. That should lend it ageworthiness.",Hallberg Vineyard,91,50.0,California,Russian River Valley,Sonoma,,,Gary Farrell 2005 Hallberg Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell,High
78,US,"Monterey Bay fog cools this vineyard at the appellation's northeastern tip. The acidity shines on this bottling, with refreshing aromas that are both ripe with honeydew melon and stark with grass and nectarine. Lime zest and yellow grapefruit spray power the nearly sour palate, making a perfect pairing for oysters and light cheese plates.",0.5 Brix,91,18.0,California,Carmel Valley,Central Coast,Matt Kettmann,@mattkettmann,Holman Ranch 2013 0.5 Brix Pinot Gris (Carmel Valley),Pinot Gris,Holman Ranch,High
79,Italy,"When Donatella Colombini left the family estate of Fattoria dei Barbi, she set up her own production network at Fattoria del Casato. Here she has made an elegant 1997 Brunello, brimming with black tar and cherries, and balanced ripe, sweet tannins and acidity. While it is not powerful, it is smooth, ripe and seductive.",,91,38.0,Tuscany,Brunello di Montalcino,,Roger Voss,@vossroger,Donatella Cinelli Colombini 1997  Brunello di Montalcino,Sangiovese,Donatella Cinelli Colombini,High
80,US,"In this new vintage of Sorella, Cabernet Sauvignon is again right out front at 72% of the blend. Here the fruit seems more subdued, the wine tight, the dense tannins showing graphite and mineral more than new barrel flavors. It definitely needs decanting.",Sorella Red Wine,96,64.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Andrew Will 2007 Sorella Red Wine Red (Red Mountain),Red Blend,Andrew Will,High
81,US,"This rare single-vineyard rosé is all Syrah. Pale peach in color, it brings aromas of blood orange and strawberry that are followed by a textured lively palate with an extended finish. It's one of the best rosés the state has produced to date.",Patina Vineyard,92,22.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Waters 2016 Patina Vineyard Rosé (Walla Walla Valley (WA)),Rosé,Waters,High
82,Italy,"Here's a “wow” wine on every level, with incredible intensity and supple softness that builds momentum over many long minutes. A sweet cherry note at the core is surrounded by lush layers of tobacco, dark chocolate and spice, which promise to evolve gracefully over years to come.",Guado al Tasso,98,102.0,Tuscany,Bolgheri Superiore,,,,Marchesi Antinori 2008 Guado al Tasso  (Bolgheri Superiore),Red Blend,Marchesi Antinori,High
83,US,"A fascinating wine, it was processed in a carbonic fashion, in which the juice is allowed to ferment inside the mostly intact grape skins, much like what's done in Beaujolais. The result is a transparent, ruby red wine that offers scents of a dust storm mixed with crushed rock and chile pepper herbaciousness. It's warm and soft on the mouth with a presence that suggests something between peppercorns and bell peppers.",Carbonic,92,24.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Alta Maria 2013 Carbonic Pinot Noir (Santa Maria Valley),Pinot Noir,Alta Maria,High
84,France,"Lovely freshness rises: pear peel and citrus leaf, grapefruit zest and ripe mirabelle plum. The palate holds the same lusciously ripe notions still in a very tight embrace, bound with the freshest zestiest lemon. Those opposing poles of luscious ripeness and boundless freshness on a dry palate create drama, tension and moreishness. This is clean and invigorating and will gain over the years. Drink now through 2030.",Clos Mathis,94,47.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Ostertag 2015 Clos Mathis Riesling (Alsace),Riesling,Domaine Ostertag,High
85,US,"The Doyenne Métier generally drinks very well right out of the chute, and this 2009 is no exception. Supple and concentrated, this blend of 51% Grenache, 32% Mourvèdre and 17% Syrah is an absolute riot of mixed berry fruit scents and flavors. Full, lush, dense and quite long in the finish, it's a spicy, brilliant bit of winemaking. Can it age? Undoubtedly. But good luck keeping your hands off it!",Métier,93,36.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Doyenne 2009 Métier Red (Yakima Valley),Rhône-style Red Blend,Doyenne,High
86,Spain,"Sweet blueberry and floral/lilac aromas give this a more elegant, fragrant opening than many of the oak-ladened blockbusters it competes with. The palate is ripe and mixes in flavors of blackberry, cappuccino and bitter herbs. Feelwise, all is calm and lush. And best of all there's continuity from front to back. Only 1,000 cases made.",Selección,91,50.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Rudeles 2004 Selección  (Ribera del Duero),Tempranillo Blend,Rudeles,High
87,Italy,"New leather, truffle, sun-baked soil, menthol and grilled herb aromas practically jump out of the glass. The big, chewy palate delivers mature wild cherry, black raspberry, licorice and tobacco notes, set against a backdrop of firm, fine-grained tannins. Drink 2020–2027.",,93,55.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Col d'Orcia 2012  Brunello di Montalcino,Sangiovese,Col d'Orcia,High
88,France,"The wine is rich, complex, softly creamy, but at the same time dry. It has a wine-like weight, a full mouthfeel of puréed apples and white currants, finishing though with mineral acidity.",Brut Grand Cru Blanc de Blancs,91,115.0,Champagne,Champagne,,Roger Voss,@vossroger,Soutiran NV Brut Grand Cru Blanc de Blancs Chardonnay (Champagne),Chardonnay,Soutiran,High
89,US,"An intriguing oak spiciness on both the nose and the palate makes this medium-bodied wine interesting without overpowering the focused and vivid raspberry and red cherry flavors. The wine's texture is lean, braced by fine-grained tannins that give support and balance. Best after 2018.",Coro Mendocino,91,40.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Clos du Bois 2013 Coro Mendocino Red (Mendocino),Red Blend,Clos du Bois,High
90,France,"This is the second wine from Premier Grand Cru Classé estate La Gaffelière, made from a selection of vines and barrels. It is rich and very ripe with bold black-fruit flavors and a dark, firm structure. The wine is already in balance, showing that it will develop quickly and attractively. Drink from 2018.",Clos la Gaffelière,91,45.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château la Gaffelière 2013 Clos la Gaffelière  (Saint-Émilion),Bordeaux-style Red Blend,Château la Gaffelière,High
91,Germany,"Smoke and petrol notes lead off, followed up by hints of dried apricot and fresh peach. This is a thick, viscous dry Riesling, oozing with minerality that persists through the long finish. Although most German producers insist wines like this will age, why wait? Drink it over the next few years.",Hochheimer Domdechaney Erstes Gewächs,91,55.0,Rheingau,,,Joe Czerwinski,@JoeCz,Domdechant Werner 2006 Hochheimer Domdechaney Erstes Gewächs Riesling (Rheingau),Riesling,Domdechant Werner,High
92,Italy,"This full-bodied white opens with aromas of ripe yellow peach, Spanish broom, chamomile and Mediterranean brush. The round, creamy palate doles out juicy pineapple, baked yellow apple, saline, mineral and candied nectarine zest alongside soft acidity.",Is Argiolas,91,22.0,Sicily & Sardinia,Vermentino di Sardegna,,Kerin O’Keefe,@kerinokeefe,Argiolas 2014 Is Argiolas  (Vermentino di Sardegna),Vermentino,Argiolas,High
93,US,"The waves of aromas on this bottling are quite intriguing, starting with meat then moving to black olive and tobacco. It finally settles into dense rose petals, purple flowers, cinnamon, dark hibiscus and black plum. The sip focuses on minerality, with chipped slate showing first, then goes toward juniper and pine, all against a black raspberry and pomegranate backdrop.",Double L Vineyard,93,60.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Morgan 2014 Double L Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Morgan,High
94,France,"A wine with power and structure from one of the great Grand Crus of Burgundy. The wines have weight with generous red fruits and a great sense of depth,  and are very firm at the end. The vines are managed by Bernard Bouvier.",,94,,Burgundy,Echézeaux,,Roger Voss,@vossroger,Domaine René Bouvier 2011  Echézeaux,Pinot Noir,Domaine René Bouvier,High
